Company Name,Country,Variable,Unit,Year,Value,Source,Certainty
Evraz,,Production (BAU),MtSteel,2047,14508.0,gem_plant_level,
Evraz,,Production (BAU),MtSteel,2048,14508.0,gem_plant_level,
Evraz,,Production (BAU),MtSteel,2049,14508.0,gem_plant_level,
Evraz,,Production (BAU),MtSteel,2050,14508.0,gem_plant_level,
Evraz,,Production (Historical),MtSteel,2014,13670.0,apa,0.77
Evraz,,Production (Historical),MtSteel,2015,13670.0,apa,0.77
Evraz,,Production (Historical),MtSteel,2016,13670.0,apa,0.77
Evraz,,Production (Historical),MtSteel,2017,13670.0,apa,0.77
Evraz,,Production (Historical),MtSteel,2018,13670.0,apa,0.77
Evraz,,Production (Historical),MtSteel,2019,13810.0,apa,0.73
Evraz,,Production (Historical),MtSteel,2020,13630.0,apa,0.75
Evraz,,Production (Historical),MtSteel,2021,13570.0,apa,0.85
Evraz,,Production (Historical),MtSteel,2022,12500.0,apa,0.85
Evraz,,Production (Historical),MtSteel,2023,13109.0,climate_trace,0.72
Evraz,,Production (Historical),MtSteel,2024,11397.0,climate_trace,0.72
Evraz,,Production (Historical),MtSteel,2025,10190.0,climate_trace,0.72
Evraz,,Production (TP),MtSteel,2024,14508.0,gem_closure,
Evraz,,Production (TP),MtSteel,2025,14508.0,gem_closure,
Evraz,,Production (TP),MtSteel,2026,14508.0,gem_closure,
Evraz,,Production (TP),MtSteel,2027,14508.0,gem_closure,
Evraz,,Production (TP),MtSteel,2028,14508.0,gem_closure,
Evraz,,Production (TP),MtSteel,2029,14508.0,gem_closure,
Evraz,,Production (TP),MtSteel,2030,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2031,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2032,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2033,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2034,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2035,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2036,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2037,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2038,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2039,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2040,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2041,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2042,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2043,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2044,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2045,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2046,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2047,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2048,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2049,13575.0,gem_closure,
Evraz,,Production (TP),MtSteel,2050,13575.0,gem_closure,
Gerdau,,Emissions (BAU),MtCO2,2024,8.517,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2025,8.476,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2026,8.436,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2027,8.396,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2028,8.356,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2029,8.316,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2030,8.277,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2031,8.237,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2032,8.198,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2033,8.159,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2034,8.12,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2035,8.081,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2036,8.043,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2037,8.005,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2038,7.967,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2039,7.929,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2040,7.891,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2041,7.854,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2042,7.817,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2043,7.78,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2044,7.743,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2045,7.706,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2046,7.669,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2047,7.633,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2048,7.597,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2049,7.561,gem_plant_level,
Gerdau,,Emissions (BAU),MtCO2,2050,7.525,gem_plant_level,
Gerdau,,Emissions (Historical),MtCO2,2014,11.78,apa,0.77
Gerdau,,Emissions (Historical),MtCO2,2015,10.394,apa,0.77
Gerdau,,Emissions (Historical),MtCO2,2016,9.697,apa,0.77
Gerdau,,Emissions (Historical),MtCO2,2017,9.647,apa,0.77
Gerdau,,Emissions (Historical),MtCO2,2018,8.916,apa,0.77
Gerdau,,Emissions (Historical),MtCO2,2019,3.822,apa,0.77
Gerdau,,Emissions (Historical),MtCO2,2020,8.491,apa,0.79
Gerdau,,Emissions (Historical),MtCO2,2021,9.735,apa,0.89
Gerdau,,Emissions (Historical),MtCO2,2022,8.545,apa,0.89
Gerdau,,Emissions (Historical),MtCO2,2023,10.714,apa,0.8600000000000001
Gerdau,,Emissions (Historical),MtCO2,2024,8.517,apa,0.91
Gerdau,,Emissions (Historical),MtCO2,2025,6.901,climate_trace,0.72
Gerdau,,Emissions (TP),MtCO2,2024,8.517,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2025,8.476,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2026,8.436,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2027,8.395,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2028,8.355,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2029,8.315,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2030,8.276,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2031,8.236,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2032,8.197,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2033,8.157,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2034,8.118,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2035,8.08,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2036,8.041,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2037,8.003,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2038,7.965,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2039,7.926,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2040,7.889,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2041,7.851,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2042,7.814,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2043,7.776,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2044,7.739,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2045,7.702,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2046,7.666,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2047,7.629,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2048,7.593,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2049,7.557,gem_closure,
Gerdau,,Emissions (TP),MtCO2,2050,7.521,gem_closure,
Gerdau,,Production (BAU),MtSteel,2024,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2025,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2026,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2027,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2028,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2029,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2030,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2031,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2032,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2033,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2034,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2035,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2036,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2037,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2038,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2039,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2040,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2041,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2042,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2043,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2044,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2045,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2046,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2047,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2048,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2049,12781.0,gem_plant_level,
Gerdau,,Production (BAU),MtSteel,2050,12781.0,gem_plant_level,
Gerdau,,Production (Historical),MtSteel,2014,15300.0,apa,0.73
Gerdau,,Production (Historical),MtSteel,2015,14400.0,apa,0.73
Gerdau,,Production (Historical),MtSteel,2016,13500.0,apa,0.73
Gerdau,,Production (Historical),MtSteel,2017,14000.0,apa,0.73
Gerdau,,Production (Historical),MtSteel,2018,13000.0,apa,0.73
Gerdau,,Production (Historical),MtSteel,2019,5600.0,apa,0.73
Gerdau,,Production (Historical),MtSteel,2020,12500.0,apa,0.75
Gerdau,,Production (Historical),MtSteel,2021,14400.0,apa,0.85
Gerdau,,Production (Historical),MtSteel,2022,12700.0,apa,0.85
Gerdau,,Production (Historical),MtSteel,2023,16000.0,apa,0.8200000000000001
Gerdau,,Production (Historical),MtSteel,2024,12780.0,apa,0.8200000000000001
Gerdau,,Production (Historical),MtSteel,2025,8128.0,climate_trace,0.72
Gerdau,,Production (TP),MtSteel,2024,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2025,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2026,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2027,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2028,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2029,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2030,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2031,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2032,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2033,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2034,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2035,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2036,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2037,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2038,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2039,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2040,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2041,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2042,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2043,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2044,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2045,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2046,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2047,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2048,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2049,12037.0,gem_closure,
Gerdau,,Production (TP),MtSteel,2050,12037.0,gem_closure,
Hyundai Steel,,Emissions (BAU),MtCO2,2024,27.039,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2025,26.906,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2026,26.773,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2027,26.641,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2028,26.51,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2029,29.439,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2030,29.309,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2031,29.179,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2032,29.051,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2033,28.923,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2034,28.795,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2035,28.668,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2036,28.543,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2037,28.417,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2038,28.292,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2039,28.168,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2040,28.044,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2041,27.921,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2042,27.798,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2043,27.677,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2044,27.556,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2045,27.435,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2046,27.315,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2047,27.195,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2048,27.077,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2049,26.959,gem_plant_level,
Hyundai Steel,,Emissions (BAU),MtCO2,2050,26.841,gem_plant_level,
Hyundai Steel,,Emissions (Historical),MtCO2,2014,28.376,apa,0.77
Hyundai Steel,,Emissions (Historical),MtCO2,2015,28.373,apa,0.77
Hyundai Steel,,Emissions (Historical),MtCO2,2016,28.506,apa,0.77
Hyundai Steel,,Emissions (Historical),MtCO2,2017,28.092,apa,0.77
Hyundai Steel,,Emissions (Historical),MtCO2,2018,29.31,apa,0.77
Hyundai Steel,,Emissions (Historical),MtCO2,2019,28.894,apa,0.77
Hyundai Steel,,Emissions (Historical),MtCO2,2020,28.079,apa,0.79
Hyundai Steel,,Emissions (Historical),MtCO2,2021,28.474,apa,0.8400000000000001
Hyundai Steel,,Emissions (Historical),MtCO2,2022,26.87,apa,0.8400000000000001
Hyundai Steel,,Emissions (Historical),MtCO2,2023,27.795,apa,0.91
Hyundai Steel,,Emissions (Historical),MtCO2,2024,27.039,apa,0.91
Hyundai Steel,,Emissions (Historical),MtCO2,2025,16.093,climate_trace,0.72
Hyundai Steel,,Emissions (NZT),MtCO2,2025,16.093,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2026,15.707,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2027,15.321,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2028,14.934,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2029,14.548,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2030,14.162,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2031,13.494,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2032,12.826,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2033,12.158,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2034,11.49,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2035,10.823,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2036,10.155,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2037,9.487,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2038,8.819,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2039,8.151,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2040,7.483,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2041,6.815,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2042,6.148,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2043,5.48,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2044,4.812,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2045,4.144,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2046,3.476,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2047,2.808,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2048,2.14,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2049,1.473,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2050,0.805,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2051,0.805,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2052,0.805,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2053,0.805,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2054,0.805,oxford_nzt,
Hyundai Steel,,Emissions (NZT),MtCO2,2055,0.805,oxford_nzt,
Hyundai Steel,,Emissions (TP),MtCO2,2024,27.039,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2025,26.906,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2026,26.773,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2027,26.641,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2028,26.51,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2029,29.439,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2030,29.309,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2031,29.179,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2032,29.051,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2033,28.923,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2034,28.795,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2035,28.668,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2036,28.543,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2037,28.417,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2038,28.292,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2039,28.168,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2040,28.044,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2041,27.921,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2042,27.798,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2043,27.677,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2044,27.556,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2045,27.435,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2046,27.315,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2047,27.195,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2048,27.077,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2049,26.959,gem_closure,
Hyundai Steel,,Emissions (TP),MtCO2,2050,26.841,gem_closure,
Hyundai Steel,,Production (BAU),MtSteel,2024,26226.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2025,26226.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2026,26226.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2027,26226.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2028,26226.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2029,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2030,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2031,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2032,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2033,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2034,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2035,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2036,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2037,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2038,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2039,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2040,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2041,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2042,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2043,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2044,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2045,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2046,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2047,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2048,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2049,29141.0,gem_plant_level,
Hyundai Steel,,Production (BAU),MtSteel,2050,29141.0,gem_plant_level,
Hyundai Steel,,Production (Historical),MtSteel,2014,20500.0,apa,0.73
Hyundai Steel,,Production (Historical),MtSteel,2015,20600.0,apa,0.73
Hyundai Steel,,Production (Historical),MtSteel,2016,20800.0,apa,0.73
Hyundai Steel,,Production (Historical),MtSteel,2017,20600.0,apa,0.73
Hyundai Steel,,Production (Historical),MtSteel,2018,21600.0,apa,0.73
Hyundai Steel,,Production (Historical),MtSteel,2019,21400.0,apa,0.73
Hyundai Steel,,Production (Historical),MtSteel,2020,20900.0,apa,0.75
Hyundai Steel,,Production (Historical),MtSteel,2021,21300.0,apa,0.85
Hyundai Steel,,Production (Historical),MtSteel,2022,20200.0,apa,0.85
Hyundai Steel,,Production (Historical),MtSteel,2023,21000.0,apa,0.87
Hyundai Steel,,Production (Historical),MtSteel,2024,20530.0,apa,0.87
Hyundai Steel,,Production (Historical),MtSteel,2025,14932.0,climate_trace,0.72
Hyundai Steel,,Production (TP),MtSteel,2024,26226.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2025,26226.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2026,26226.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2027,26226.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2028,26226.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2029,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2030,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2031,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2032,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2033,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2034,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2035,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2036,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2037,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2038,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2039,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2040,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2041,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2042,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2043,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2044,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2045,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2046,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2047,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2048,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2049,29141.0,gem_closure,
Hyundai Steel,,Production (TP),MtSteel,2050,29141.0,gem_closure,
JFE Holdings,,Emissions (BAU),MtCO2,2024,42.724,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2025,49.331,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2026,49.084,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2027,48.84,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2028,48.641,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2029,48.399,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2030,48.157,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2031,47.917,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2032,47.679,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2033,47.44,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2034,47.204,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2035,53.446,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2036,53.179,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2037,52.914,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2038,52.65,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2039,52.388,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2040,52.126,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2041,51.867,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2042,51.608,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2043,51.35,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2044,51.095,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2045,50.84,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2046,50.586,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2047,50.334,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2048,50.083,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2049,49.833,gem_plant_level,
JFE Holdings,,Emissions (BAU),MtCO2,2050,49.585,gem_plant_level,
JFE Holdings,,Emissions (Historical),MtCO2,2014,55.931,apa,0.77
JFE Holdings,,Emissions (Historical),MtCO2,2015,56.601,apa,0.77
JFE Holdings,,Emissions (Historical),MtCO2,2016,57.264,apa,0.77
JFE Holdings,,Emissions (Historical),MtCO2,2017,56.79,apa,0.77
JFE Holdings,,Emissions (Historical),MtCO2,2018,56.132,apa,0.77
JFE Holdings,,Emissions (Historical),MtCO2,2019,55.852,apa,0.77
