company,year,metric,value_apa,value_climate_trace,default_value,default_source,default_certainty,n_sources,source_spread_pct
Guangdong Guangqing METAL Technology Co Ltd,2022,emissions_mt_co2,,0.436,0.436,climate_trace,0.7,1.0,
Guangdong Guangqing METAL Technology Co Ltd,2022,production_mt,,1.616,1.616,climate_trace,0.7,1.0,
Guangdong Guangqing METAL Technology Co Ltd,2023,emissions_mt_co2,,0.419,0.419,climate_trace,0.72,1.0,
Guangdong Guangqing METAL Technology Co Ltd,2023,production_mt,,1.551,1.551,climate_trace,0.72,1.0,
Guangdong Guangqing METAL Technology Co Ltd,2024,emissions_mt_co2,,0.416,0.416,climate_trace,0.72,1.0,
Guangdong Guangqing METAL Technology Co Ltd,2024,production_mt,,1.542,1.542,climate_trace,0.72,1.0,
Guangdong Guangqing METAL Technology Co Ltd,2025,emissions_mt_co2,,0.33,0.33,climate_trace,0.72,1.0,
Guangdong Guangqing METAL Technology Co Ltd,2025,production_mt,,1.223,1.223,climate_trace,0.72,1.0,
Guangdong Jingye Iron and Steel Co Ltd,2021,emissions_mt_co2,,3.192,3.192,climate_trace,0.7,1.0,
Guangdong Jingye Iron and Steel Co Ltd,2021,production_mt,,1.68,1.68,climate_trace,0.7,1.0,
Guangdong Jingye Iron and Steel Co Ltd,2022,emissions_mt_co2,,3.206,3.206,climate_trace,0.7,1.0,
Guangdong Jingye Iron and Steel Co Ltd,2022,production_mt,,1.687,1.687,climate_trace,0.7,1.0,
Guangdong Jingye Iron and Steel Co Ltd,2023,emissions_mt_co2,,2.109,2.109,climate_trace,0.72,1.0,
Guangdong Jingye Iron and Steel Co Ltd,2023,production_mt,,1.11,1.11,climate_trace,0.72,1.0,
Guangdong Jingye Iron and Steel Co Ltd,2024,emissions_mt_co2,,2.668,2.668,climate_trace,0.72,1.0,
Guangdong Jingye Iron and Steel Co Ltd,2024,production_mt,,1.404,1.404,climate_trace,0.72,1.0,
Guangdong Jingye Iron and Steel Co Ltd,2025,emissions_mt_co2,,2.868,2.868,climate_trace,0.72,1.0,
Guangdong Jingye Iron and Steel Co Ltd,2025,production_mt,,1.51,1.51,climate_trace,0.72,1.0,
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2021,emissions_mt_co2,,0.244,0.244,climate_trace,0.7,1.0,
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2021,production_mt,,0.903,0.903,climate_trace,0.7,1.0,
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2022,emissions_mt_co2,,0.365,0.365,climate_trace,0.7,1.0,
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2022,production_mt,,1.351,1.351,climate_trace,0.7,1.0,
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2023,emissions_mt_co2,,0.487,0.487,climate_trace,0.72,1.0,
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2023,production_mt,,1.803,1.803,climate_trace,0.72,1.0,
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2024,emissions_mt_co2,,0.484,0.484,climate_trace,0.72,1.0,
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2024,production_mt,,1.793,1.793,climate_trace,0.72,1.0,
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2025,emissions_mt_co2,,0.387,0.387,climate_trace,0.72,1.0,
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2025,production_mt,,1.432,1.432,climate_trace,0.72,1.0,
Guangdong Yuebei United Steel Co Ltd,2021,emissions_mt_co2,,1.43,1.43,climate_trace,0.7,1.0,
Guangdong Yuebei United Steel Co Ltd,2021,production_mt,,1.37,1.37,climate_trace,0.7,1.0,
Guangdong Yuebei United Steel Co Ltd,2022,emissions_mt_co2,,1.422,1.422,climate_trace,0.7,1.0,
Guangdong Yuebei United Steel Co Ltd,2022,production_mt,,1.363,1.363,climate_trace,0.7,1.0,
Guangdong Yuebei United Steel Co Ltd,2023,emissions_mt_co2,,1.087,1.087,climate_trace,0.72,1.0,
Guangdong Yuebei United Steel Co Ltd,2023,production_mt,,1.042,1.042,climate_trace,0.72,1.0,
Guangdong Yuebei United Steel Co Ltd,2024,emissions_mt_co2,,1.971,1.971,climate_trace,0.72,1.0,
Guangdong Yuebei United Steel Co Ltd,2024,production_mt,,1.889,1.889,climate_trace,0.72,1.0,
Guangdong Yuebei United Steel Co Ltd,2025,emissions_mt_co2,,1.563,1.563,climate_trace,0.72,1.0,
Guangdong Yuebei United Steel Co Ltd,2025,production_mt,,1.498,1.498,climate_trace,0.72,1.0,
Guangshui Huaxin Smelt Industry Co Ltd,2021,emissions_mt_co2,,0.19,0.19,climate_trace,0.7,1.0,
Guangshui Huaxin Smelt Industry Co Ltd,2021,production_mt,,0.703,0.703,climate_trace,0.7,1.0,
Guangshui Huaxin Smelt Industry Co Ltd,2022,emissions_mt_co2,,0.184,0.184,climate_trace,0.7,1.0,
Guangshui Huaxin Smelt Industry Co Ltd,2022,production_mt,,0.681,0.681,climate_trace,0.7,1.0,
Guangshui Huaxin Smelt Industry Co Ltd,2023,emissions_mt_co2,,0.176,0.176,climate_trace,0.72,1.0,
Guangshui Huaxin Smelt Industry Co Ltd,2023,production_mt,,0.651,0.651,climate_trace,0.72,1.0,
Guangshui Huaxin Smelt Industry Co Ltd,2024,emissions_mt_co2,,0.159,0.159,climate_trace,0.72,1.0,
Guangshui Huaxin Smelt Industry Co Ltd,2024,production_mt,,0.59,0.59,climate_trace,0.72,1.0,
Guangshui Huaxin Smelt Industry Co Ltd,2025,emissions_mt_co2,,0.13,0.13,climate_trace,0.72,1.0,
Guangshui Huaxin Smelt Industry Co Ltd,2025,production_mt,,0.482,0.482,climate_trace,0.72,1.0,
Guangxi BG New Materials Co Ltd,2021,emissions_mt_co2,,0.721,0.721,climate_trace,0.7,1.0,
Guangxi BG New Materials Co Ltd,2021,production_mt,,2.671,2.671,climate_trace,0.7,1.0,
Guangxi BG New Materials Co Ltd,2022,emissions_mt_co2,,0.73,0.73,climate_trace,0.7,1.0,
Guangxi BG New Materials Co Ltd,2022,production_mt,,2.706,2.706,climate_trace,0.7,1.0,
Guangxi BG New Materials Co Ltd,2023,emissions_mt_co2,,0.651,0.651,climate_trace,0.72,1.0,
Guangxi BG New Materials Co Ltd,2023,production_mt,,2.412,2.412,climate_trace,0.72,1.0,
Guangxi BG New Materials Co Ltd,2024,emissions_mt_co2,,0.548,0.548,climate_trace,0.72,1.0,
Guangxi BG New Materials Co Ltd,2024,production_mt,,2.031,2.031,climate_trace,0.72,1.0,
Guangxi BG New Materials Co Ltd,2025,emissions_mt_co2,,0.438,0.438,climate_trace,0.72,1.0,
Guangxi BG New Materials Co Ltd,2025,production_mt,,1.622,1.622,climate_trace,0.72,1.0,
Guangxi Chiji Iron and Steel Co Ltd,2021,emissions_mt_co2,,6.682,6.682,climate_trace,0.7,1.0,
Guangxi Chiji Iron and Steel Co Ltd,2021,production_mt,,3.517,3.517,climate_trace,0.7,1.0,
Guangxi Chiji Iron and Steel Co Ltd,2022,emissions_mt_co2,,6.682,6.682,climate_trace,0.7,1.0,
Guangxi Chiji Iron and Steel Co Ltd,2022,production_mt,,3.517,3.517,climate_trace,0.7,1.0,
Guangxi Chiji Iron and Steel Co Ltd,2023,emissions_mt_co2,,6.84,6.84,climate_trace,0.72,1.0,
Guangxi Chiji Iron and Steel Co Ltd,2023,production_mt,,3.6,3.6,climate_trace,0.72,1.0,
Guangxi Chiji Iron and Steel Co Ltd,2024,emissions_mt_co2,,6.682,6.682,climate_trace,0.72,1.0,
Guangxi Chiji Iron and Steel Co Ltd,2024,production_mt,,3.517,3.517,climate_trace,0.72,1.0,
Guangxi Chiji Iron and Steel Co Ltd,2025,emissions_mt_co2,,4.38,4.38,climate_trace,0.72,1.0,
Guangxi Chiji Iron and Steel Co Ltd,2025,production_mt,,2.305,2.305,climate_trace,0.72,1.0,
Guangxi Deyuan Metallurgy Co Ltd,2021,emissions_mt_co2,,0.339,0.339,climate_trace,0.7,1.0,
Guangxi Deyuan Metallurgy Co Ltd,2021,production_mt,,1.257,1.257,climate_trace,0.7,1.0,
Guangxi Deyuan Metallurgy Co Ltd,2022,emissions_mt_co2,,0.344,0.344,climate_trace,0.7,1.0,
Guangxi Deyuan Metallurgy Co Ltd,2022,production_mt,,1.273,1.273,climate_trace,0.7,1.0,
Guangxi Deyuan Metallurgy Co Ltd,2023,emissions_mt_co2,,0.306,0.306,climate_trace,0.72,1.0,
Guangxi Deyuan Metallurgy Co Ltd,2023,production_mt,,1.135,1.135,climate_trace,0.72,1.0,
Guangxi Deyuan Metallurgy Co Ltd,2024,emissions_mt_co2,,0.258,0.258,climate_trace,0.72,1.0,
Guangxi Deyuan Metallurgy Co Ltd,2024,production_mt,,0.956,0.956,climate_trace,0.72,1.0,
Guangxi Deyuan Metallurgy Co Ltd,2025,emissions_mt_co2,,0.207,0.207,climate_trace,0.72,1.0,
Guangxi Deyuan Metallurgy Co Ltd,2025,production_mt,,0.769,0.769,climate_trace,0.72,1.0,
Guangxi Guigang Iron and Steel Group Co Ltd,2021,emissions_mt_co2,,2.191,2.191,climate_trace,0.7,1.0,
Guangxi Guigang Iron and Steel Group Co Ltd,2021,production_mt,,1.153,1.153,climate_trace,0.7,1.0,
Guangxi Guigang Iron and Steel Group Co Ltd,2022,emissions_mt_co2,,1.565,1.565,climate_trace,0.7,1.0,
Guangxi Guigang Iron and Steel Group Co Ltd,2022,production_mt,,0.824,0.824,climate_trace,0.7,1.0,
Guangxi Guigang Iron and Steel Group Co Ltd,2023,emissions_mt_co2,,1.658,1.658,climate_trace,0.72,1.0,
Guangxi Guigang Iron and Steel Group Co Ltd,2023,production_mt,,0.873,0.873,climate_trace,0.72,1.0,
Guangxi Guigang Iron and Steel Group Co Ltd,2024,emissions_mt_co2,,1.859,1.859,climate_trace,0.72,1.0,
Guangxi Guigang Iron and Steel Group Co Ltd,2024,production_mt,,0.978,0.978,climate_trace,0.72,1.0,
Guangxi Guigang Iron and Steel Group Co Ltd,2025,emissions_mt_co2,,1.596,1.596,climate_trace,0.72,1.0,
Guangxi Guigang Iron and Steel Group Co Ltd,2025,production_mt,,0.84,0.84,climate_trace,0.72,1.0,
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2021,emissions_mt_co2,,0.255,0.255,climate_trace,0.7,1.0,
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2021,production_mt,,0.943,0.943,climate_trace,0.7,1.0,
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2022,emissions_mt_co2,,0.258,0.258,climate_trace,0.7,1.0,
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2022,production_mt,,0.955,0.955,climate_trace,0.7,1.0,
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2023,emissions_mt_co2,,0.23,0.23,climate_trace,0.72,1.0,
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2023,production_mt,,0.851,0.851,climate_trace,0.72,1.0,
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2024,emissions_mt_co2,,0.194,0.194,climate_trace,0.72,1.0,
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2024,production_mt,,0.717,0.717,climate_trace,0.72,1.0,
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2025,emissions_mt_co2,,0.156,0.156,climate_trace,0.72,1.0,
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2025,production_mt,,0.576,0.576,climate_trace,0.72,1.0,
Guangxi Guixin Steel Group Co Ltd,2021,emissions_mt_co2,,5.769,5.769,climate_trace,0.7,1.0,
Guangxi Guixin Steel Group Co Ltd,2021,production_mt,,4.385,4.385,climate_trace,0.7,1.0,
Guangxi Guixin Steel Group Co Ltd,2022,emissions_mt_co2,,6.641,6.641,climate_trace,0.7,1.0,
Guangxi Guixin Steel Group Co Ltd,2022,production_mt,,4.86,4.86,climate_trace,0.7,1.0,
Guangxi Guixin Steel Group Co Ltd,2023,emissions_mt_co2,,6.438,6.438,climate_trace,0.72,1.0,
Guangxi Guixin Steel Group Co Ltd,2023,production_mt,,4.606,4.606,climate_trace,0.72,1.0,
Guangxi Guixin Steel Group Co Ltd,2024,emissions_mt_co2,,5.961,5.961,climate_trace,0.72,1.0,
Guangxi Guixin Steel Group Co Ltd,2024,production_mt,,4.162,4.162,climate_trace,0.72,1.0,
Guangxi Guixin Steel Group Co Ltd,2025,emissions_mt_co2,,3.955,3.955,climate_trace,0.72,1.0,
Guangxi Guixin Steel Group Co Ltd,2025,production_mt,,2.906,2.906,climate_trace,0.72,1.0,
Guangxi Hezhou Kexinda Metal Products Co Ltd,2021,emissions_mt_co2,,0.244,0.244,climate_trace,0.7,1.0,
Guangxi Hezhou Kexinda Metal Products Co Ltd,2021,production_mt,,0.904,0.904,climate_trace,0.7,1.0,
Guangxi Hezhou Kexinda Metal Products Co Ltd,2022,emissions_mt_co2,,0.247,0.247,climate_trace,0.7,1.0,
Guangxi Hezhou Kexinda Metal Products Co Ltd,2022,production_mt,,0.915,0.915,climate_trace,0.7,1.0,
Guangxi Hezhou Kexinda Metal Products Co Ltd,2023,emissions_mt_co2,,0.22,0.22,climate_trace,0.72,1.0,
Guangxi Hezhou Kexinda Metal Products Co Ltd,2023,production_mt,,0.816,0.816,climate_trace,0.72,1.0,
Guangxi Hezhou Kexinda Metal Products Co Ltd,2024,emissions_mt_co2,,0.185,0.185,climate_trace,0.72,1.0,
Guangxi Hezhou Kexinda Metal Products Co Ltd,2024,production_mt,,0.687,0.687,climate_trace,0.72,1.0,
Guangxi Hezhou Kexinda Metal Products Co Ltd,2025,emissions_mt_co2,,0.149,0.149,climate_trace,0.72,1.0,
Guangxi Hezhou Kexinda Metal Products Co Ltd,2025,production_mt,,0.552,0.552,climate_trace,0.72,1.0,
Guangxi Iron and Steel Group Co Ltd,2021,emissions_mt_co2,,9.325,9.325,climate_trace,0.7,1.0,
Guangxi Iron and Steel Group Co Ltd,2021,production_mt,,4.908,4.908,climate_trace,0.7,1.0,
Guangxi Iron and Steel Group Co Ltd,2022,emissions_mt_co2,,10.275,10.275,climate_trace,0.7,1.0,
Guangxi Iron and Steel Group Co Ltd,2022,production_mt,,5.408,5.408,climate_trace,0.7,1.0,
Guangxi Iron and Steel Group Co Ltd,2023,emissions_mt_co2,,7.96,7.96,climate_trace,0.72,1.0,
Guangxi Iron and Steel Group Co Ltd,2023,production_mt,,4.189,4.189,climate_trace,0.72,1.0,
Guangxi Iron and Steel Group Co Ltd,2024,emissions_mt_co2,,9.579,9.579,climate_trace,0.72,1.0,
Guangxi Iron and Steel Group Co Ltd,2024,production_mt,,5.042,5.042,climate_trace,0.72,1.0,
Guangxi Iron and Steel Group Co Ltd,2025,emissions_mt_co2,,9.187,9.187,climate_trace,0.72,1.0,
Guangxi Iron and Steel Group Co Ltd,2025,production_mt,,4.835,4.835,climate_trace,0.72,1.0,
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,2021,emissions_mt_co2,,0.366,0.366,climate_trace,0.7,1.0,
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,2021,production_mt,,1.355,1.355,climate_trace,0.7,1.0,
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,2022,emissions_mt_co2,,0.371,0.371,climate_trace,0.7,1.0,
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,2022,production_mt,,1.373,1.373,climate_trace,0.7,1.0,
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,2023,emissions_mt_co2,,0.33,0.33,climate_trace,0.72,1.0,
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,2023,production_mt,,1.224,1.224,climate_trace,0.72,1.0,
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,2024,emissions_mt_co2,,0.278,0.278,climate_trace,0.72,1.0,
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,2024,production_mt,,1.031,1.031,climate_trace,0.72,1.0,
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,2025,emissions_mt_co2,,0.224,0.224,climate_trace,0.72,1.0,
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,2025,production_mt,,0.829,0.829,climate_trace,0.72,1.0,
Guangxi Shenglong Metallurgical Co Ltd,2021,emissions_mt_co2,,5.58,5.58,climate_trace,0.7,1.0,
Guangxi Shenglong Metallurgical Co Ltd,2021,production_mt,,2.937,2.937,climate_trace,0.7,1.0,
Guangxi Shenglong Metallurgical Co Ltd,2022,emissions_mt_co2,,5.647,5.647,climate_trace,0.7,1.0,
Guangxi Shenglong Metallurgical Co Ltd,2022,production_mt,,2.972,2.972,climate_trace,0.7,1.0,
Guangxi Shenglong Metallurgical Co Ltd,2023,emissions_mt_co2,,9.789,9.789,climate_trace,0.72,1.0,
Guangxi Shenglong Metallurgical Co Ltd,2023,production_mt,,5.152,5.152,climate_trace,0.72,1.0,
Guangxi Shenglong Metallurgical Co Ltd,2024,emissions_mt_co2,,12.387,12.387,climate_trace,0.72,1.0,
Guangxi Shenglong Metallurgical Co Ltd,2024,production_mt,,6.52,6.52,climate_trace,0.72,1.0,
Guangxi Shenglong Metallurgical Co Ltd,2025,emissions_mt_co2,,5.88,5.88,climate_trace,0.72,1.0,
Guangxi Shenglong Metallurgical Co Ltd,2025,production_mt,,3.095,3.095,climate_trace,0.72,1.0,
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2021,emissions_mt_co2,,0.318,0.318,climate_trace,0.7,1.0,
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2021,production_mt,,1.179,1.179,climate_trace,0.7,1.0,
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2022,emissions_mt_co2,,0.322,0.322,climate_trace,0.7,1.0,
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2022,production_mt,,1.194,1.194,climate_trace,0.7,1.0,
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2023,emissions_mt_co2,,0.287,0.287,climate_trace,0.72,1.0,
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2023,production_mt,,1.064,1.064,climate_trace,0.72,1.0,
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2024,emissions_mt_co2,,0.242,0.242,climate_trace,0.72,1.0,
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2024,production_mt,,0.896,0.896,climate_trace,0.72,1.0,
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2025,emissions_mt_co2,,0.194,0.194,climate_trace,0.72,1.0,
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2025,production_mt,,0.72,0.72,climate_trace,0.72,1.0,
Guilin Pinggang Iron and Steel Co Ltd,2021,emissions_mt_co2,,0.255,0.255,climate_trace,0.7,1.0,
Guilin Pinggang Iron and Steel Co Ltd,2021,production_mt,,0.943,0.943,climate_trace,0.7,1.0,
Guilin Pinggang Iron and Steel Co Ltd,2022,emissions_mt_co2,,0.258,0.258,climate_trace,0.7,1.0,
Guilin Pinggang Iron and Steel Co Ltd,2022,production_mt,,0.955,0.955,climate_trace,0.7,1.0,
Guilin Pinggang Iron and Steel Co Ltd,2023,emissions_mt_co2,,0.23,0.23,climate_trace,0.72,1.0,
Guilin Pinggang Iron and Steel Co Ltd,2023,production_mt,,0.851,0.851,climate_trace,0.72,1.0,
Guilin Pinggang Iron and Steel Co Ltd,2024,emissions_mt_co2,,0.194,0.194,climate_trace,0.72,1.0,
Guilin Pinggang Iron and Steel Co Ltd,2024,production_mt,,0.717,0.717,climate_trace,0.72,1.0,
Guilin Pinggang Iron and Steel Co Ltd,2025,emissions_mt_co2,,0.156,0.156,climate_trace,0.72,1.0,
Guilin Pinggang Iron and Steel Co Ltd,2025,production_mt,,0.576,0.576,climate_trace,0.72,1.0,
Guizhou Ganglian Industrial Group Co Ltd,2021,emissions_mt_co2,,0.169,0.169,climate_trace,0.7,1.0,
Guizhou Ganglian Industrial Group Co Ltd,2021,production_mt,,0.625,0.625,climate_trace,0.7,1.0,
Guizhou Ganglian Industrial Group Co Ltd,2022,emissions_mt_co2,,0.185,0.185,climate_trace,0.7,1.0,
Guizhou Ganglian Industrial Group Co Ltd,2022,production_mt,,0.684,0.684,climate_trace,0.7,1.0,
Guizhou Ganglian Industrial Group Co Ltd,2023,emissions_mt_co2,,0.155,0.155,climate_trace,0.72,1.0,
Guizhou Ganglian Industrial Group Co Ltd,2023,production_mt,,0.576,0.576,climate_trace,0.72,1.0,
Guizhou Ganglian Industrial Group Co Ltd,2024,emissions_mt_co2,,0.173,0.173,climate_trace,0.72,1.0,
Guizhou Ganglian Industrial Group Co Ltd,2024,production_mt,,0.64,0.64,climate_trace,0.72,1.0,
Guizhou Ganglian Industrial Group Co Ltd,2025,emissions_mt_co2,,0.111,0.111,climate_trace,0.72,1.0,
Guizhou Ganglian Industrial Group Co Ltd,2025,production_mt,,0.41,0.41,climate_trace,0.72,1.0,
Guizhou Hexing Metal Products Co Ltd,2021,emissions_mt_co2,,0.061,0.061,climate_trace,0.7,1.0,
Guizhou Hexing Metal Products Co Ltd,2021,production_mt,,0.224,0.224,climate_trace,0.7,1.0,
Guizhou Hexing Metal Products Co Ltd,2022,emissions_mt_co2,,0.061,0.061,climate_trace,0.7,1.0,
Guizhou Hexing Metal Products Co Ltd,2022,production_mt,,0.224,0.224,climate_trace,0.7,1.0,
Guizhou Hexing Metal Products Co Ltd,2023,emissions_mt_co2,,0.061,0.061,climate_trace,0.72,1.0,
Guizhou Hexing Metal Products Co Ltd,2023,production_mt,,0.224,0.224,climate_trace,0.72,1.0,
Guizhou Hexing Metal Products Co Ltd,2024,emissions_mt_co2,,0.061,0.061,climate_trace,0.72,1.0,
Guizhou Hexing Metal Products Co Ltd,2024,production_mt,,0.224,0.224,climate_trace,0.72,1.0,
Guizhou Hexing Metal Products Co Ltd,2025,emissions_mt_co2,,0.042,0.042,climate_trace,0.72,1.0,
Guizhou Hexing Metal Products Co Ltd,2025,production_mt,,0.155,0.155,climate_trace,0.72,1.0,
Guizhou United Steel (Group) Co Ltd,2021,emissions_mt_co2,,0.253,0.253,climate_trace,0.7,1.0,
Guizhou United Steel (Group) Co Ltd,2021,production_mt,,0.939,0.939,climate_trace,0.7,1.0,
Guizhou United Steel (Group) Co Ltd,2022,emissions_mt_co2,,0.277,0.277,climate_trace,0.7,1.0,
Guizhou United Steel (Group) Co Ltd,2022,production_mt,,1.027,1.027,climate_trace,0.7,1.0,
Guizhou United Steel (Group) Co Ltd,2023,emissions_mt_co2,,0.233,0.233,climate_trace,0.72,1.0,
Guizhou United Steel (Group) Co Ltd,2023,production_mt,,0.865,0.865,climate_trace,0.72,1.0,
Guizhou United Steel (Group) Co Ltd,2024,emissions_mt_co2,,0.26,0.26,climate_trace,0.72,1.0,
Guizhou United Steel (Group) Co Ltd,2024,production_mt,,0.962,0.962,climate_trace,0.72,1.0,
Guizhou United Steel (Group) Co Ltd,2025,emissions_mt_co2,,0.166,0.166,climate_trace,0.72,1.0,
Guizhou United Steel (Group) Co Ltd,2025,production_mt,,0.616,0.616,climate_trace,0.72,1.0,
HBIS Group Serbia Iron & Steel Beograd doo,2021,emissions_mt_co2,,2.455,2.455,climate_trace,0.7,1.0,
HBIS Group Serbia Iron & Steel Beograd doo,2021,production_mt,,1.292,1.292,climate_trace,0.7,1.0,
HBIS Group Serbia Iron & Steel Beograd doo,2022,emissions_mt_co2,,2.624,2.624,climate_trace,0.7,1.0,
HBIS Group Serbia Iron & Steel Beograd doo,2022,production_mt,,1.381,1.381,climate_trace,0.7,1.0,
HBIS Group Serbia Iron & Steel Beograd doo,2023,emissions_mt_co2,,2.141,2.141,climate_trace,0.72,1.0,
HBIS Group Serbia Iron & Steel Beograd doo,2023,production_mt,,1.127,1.127,climate_trace,0.72,1.0,
HBIS Group Serbia Iron & Steel Beograd doo,2024,emissions_mt_co2,,1.957,1.957,climate_trace,0.72,1.0,
HBIS Group Serbia Iron & Steel Beograd doo,2024,production_mt,,1.03,1.03,climate_trace,0.72,1.0,
HBIS Group Serbia Iron & Steel Beograd doo,2025,emissions_mt_co2,,1.713,1.713,climate_trace,0.72,1.0,
HBIS Group Serbia Iron & Steel Beograd doo,2025,production_mt,,0.902,0.902,climate_trace,0.72,1.0,
HBIS Laoting Steel Co Ltd,2021,emissions_mt_co2,,11.434,11.434,climate_trace,0.7,1.0,
HBIS Laoting Steel Co Ltd,2021,production_mt,,6.018,6.018,climate_trace,0.7,1.0,
HBIS Laoting Steel Co Ltd,2022,emissions_mt_co2,,11.016,11.016,climate_trace,0.7,1.0,
HBIS Laoting Steel Co Ltd,2022,production_mt,,5.798,5.798,climate_trace,0.7,1.0,
HBIS Laoting Steel Co Ltd,2023,emissions_mt_co2,,10.012,10.012,climate_trace,0.72,1.0,
HBIS Laoting Steel Co Ltd,2023,production_mt,,5.269,5.269,climate_trace,0.72,1.0,
HBIS Laoting Steel Co Ltd,2024,emissions_mt_co2,,8.934,8.934,climate_trace,0.72,1.0,
HBIS Laoting Steel Co Ltd,2024,production_mt,,4.702,4.702,climate_trace,0.72,1.0,
HBIS Laoting Steel Co Ltd,2025,emissions_mt_co2,,7.347,7.347,climate_trace,0.72,1.0,
HBIS Laoting Steel Co Ltd,2025,production_mt,,3.867,3.867,climate_trace,0.72,1.0,
HES Hennigsdorfer Elektrostahlwerke GmbH,2021,emissions_mt_co2,,0.071,0.071,climate_trace,0.7,1.0,
HES Hennigsdorfer Elektrostahlwerke GmbH,2021,production_mt,,0.881,0.881,climate_trace,0.7,1.0,
HES Hennigsdorfer Elektrostahlwerke GmbH,2022,emissions_mt_co2,,0.057,0.057,climate_trace,0.7,1.0,
HES Hennigsdorfer Elektrostahlwerke GmbH,2022,production_mt,,0.717,0.717,climate_trace,0.7,1.0,
HES Hennigsdorfer Elektrostahlwerke GmbH,2023,emissions_mt_co2,,0.06,0.06,climate_trace,0.72,1.0,
HES Hennigsdorfer Elektrostahlwerke GmbH,2023,production_mt,,0.749,0.749,climate_trace,0.72,1.0,
HES Hennigsdorfer Elektrostahlwerke GmbH,2024,emissions_mt_co2,,0.06,0.06,climate_trace,0.72,1.0,
HES Hennigsdorfer Elektrostahlwerke GmbH,2024,production_mt,,0.755,0.755,climate_trace,0.72,1.0,
HES Hennigsdorfer Elektrostahlwerke GmbH,2025,emissions_mt_co2,,0.038,0.038,climate_trace,0.72,1.0,
HES Hennigsdorfer Elektrostahlwerke GmbH,2025,production_mt,,0.469,0.469,climate_trace,0.72,1.0,
Habas Industrial and Medical Gases Production Industries AŞ,2021,emissions_mt_co2,,0.353,0.353,climate_trace,0.7,1.0,
Habas Industrial and Medical Gases Production Industries AŞ,2021,production_mt,,3.592,3.592,climate_trace,0.7,1.0,
Habas Industrial and Medical Gases Production Industries AŞ,2022,emissions_mt_co2,,0.295,0.295,climate_trace,0.7,1.0,
Habas Industrial and Medical Gases Production Industries AŞ,2022,production_mt,,3.002,3.002,climate_trace,0.7,1.0,
Habas Industrial and Medical Gases Production Industries AŞ,2023,emissions_mt_co2,,0.263,0.263,climate_trace,0.72,1.0,
Habas Industrial and Medical Gases Production Industries AŞ,2023,production_mt,,2.672,2.672,climate_trace,0.72,1.0,
Habas Industrial and Medical Gases Production Industries AŞ,2024,emissions_mt_co2,,0.282,0.282,climate_trace,0.72,1.0,
Habas Industrial and Medical Gases Production Industries AŞ,2024,production_mt,,2.866,2.866,climate_trace,0.72,1.0,
Habas Industrial and Medical Gases Production Industries AŞ,2025,emissions_mt_co2,,0.241,0.241,climate_trace,0.72,1.0,
