company,year,metric,value_apa,value_climate_trace,default_value,default_source,default_certainty,n_sources,source_spread_pct
Liaoyang United Steel Co Ltd,2021,emissions_mt_co2,,3.625,3.625,climate_trace,0.7,1.0,
Liaoyang United Steel Co Ltd,2021,production_mt,,1.908,1.908,climate_trace,0.7,1.0,
Liaoyang United Steel Co Ltd,2022,emissions_mt_co2,,3.314,3.314,climate_trace,0.7,1.0,
Liaoyang United Steel Co Ltd,2022,production_mt,,1.744,1.744,climate_trace,0.7,1.0,
Liaoyang United Steel Co Ltd,2023,emissions_mt_co2,,3.307,3.307,climate_trace,0.72,1.0,
Liaoyang United Steel Co Ltd,2023,production_mt,,1.74,1.74,climate_trace,0.72,1.0,
Liaoyang United Steel Co Ltd,2024,emissions_mt_co2,,3.785,3.785,climate_trace,0.72,1.0,
Liaoyang United Steel Co Ltd,2024,production_mt,,1.992,1.992,climate_trace,0.72,1.0,
Liaoyang United Steel Co Ltd,2025,emissions_mt_co2,,3.228,3.228,climate_trace,0.72,1.0,
Liaoyang United Steel Co Ltd,2025,production_mt,,1.699,1.699,climate_trace,0.72,1.0,
Liaoyang Xinyi Special Steel Co Ltd,2021,emissions_mt_co2,,0.115,0.115,climate_trace,0.7,1.0,
Liaoyang Xinyi Special Steel Co Ltd,2021,production_mt,,0.426,0.426,climate_trace,0.7,1.0,
Liaoyang Xinyi Special Steel Co Ltd,2022,emissions_mt_co2,,0.111,0.111,climate_trace,0.7,1.0,
Liaoyang Xinyi Special Steel Co Ltd,2022,production_mt,,0.41,0.41,climate_trace,0.7,1.0,
Liaoyang Xinyi Special Steel Co Ltd,2023,emissions_mt_co2,,0.109,0.109,climate_trace,0.72,1.0,
Liaoyang Xinyi Special Steel Co Ltd,2023,production_mt,,0.403,0.403,climate_trace,0.72,1.0,
Liaoyang Xinyi Special Steel Co Ltd,2024,emissions_mt_co2,,0.106,0.106,climate_trace,0.72,1.0,
Liaoyang Xinyi Special Steel Co Ltd,2024,production_mt,,0.393,0.393,climate_trace,0.72,1.0,
Liaoyang Xinyi Special Steel Co Ltd,2025,emissions_mt_co2,,0.089,0.089,climate_trace,0.72,1.0,
Liaoyang Xinyi Special Steel Co Ltd,2025,production_mt,,0.33,0.33,climate_trace,0.72,1.0,
Liberty Galati SA,2021,emissions_mt_co2,,3.351,3.351,climate_trace,0.7,1.0,
Liberty Galati SA,2021,production_mt,,2.311,2.311,climate_trace,0.7,1.0,
Liberty Galati SA,2022,emissions_mt_co2,,3.376,3.376,climate_trace,0.7,1.0,
Liberty Galati SA,2022,production_mt,,2.328,2.328,climate_trace,0.7,1.0,
Liberty Galati SA,2023,emissions_mt_co2,,4.06,4.06,climate_trace,0.72,1.0,
Liberty Galati SA,2023,production_mt,,2.8,2.8,climate_trace,0.72,1.0,
Liberty Galati SA,2024,emissions_mt_co2,,3.684,3.684,climate_trace,0.72,1.0,
Liberty Galati SA,2024,production_mt,,2.541,2.541,climate_trace,0.72,1.0,
Liberty Galati SA,2025,emissions_mt_co2,,3.417,3.417,climate_trace,0.72,1.0,
Liberty Galati SA,2025,production_mt,,2.357,2.357,climate_trace,0.72,1.0,
Liberty Steel,2014,emissions_mt_co2,7.737,,7.737,apa,0.77,1.0,
Liberty Steel,2014,production_mt,7.105,,7.105,apa,0.77,1.0,
Liberty Steel,2015,emissions_mt_co2,7.699,,7.699,apa,0.77,1.0,
Liberty Steel,2015,production_mt,7.105,,7.105,apa,0.77,1.0,
Liberty Steel,2016,emissions_mt_co2,7.661,,7.661,apa,0.77,1.0,
Liberty Steel,2016,production_mt,7.105,,7.105,apa,0.77,1.0,
Liberty Steel,2017,emissions_mt_co2,7.623,,7.623,apa,0.77,1.0,
Liberty Steel,2017,production_mt,7.105,,7.105,apa,0.77,1.0,
Liberty Steel,2018,emissions_mt_co2,7.586,,7.586,apa,0.77,1.0,
Liberty Steel,2018,production_mt,7.105,,7.105,apa,0.77,1.0,
Liberty Steel,2019,emissions_mt_co2,7.549,,7.549,apa,0.77,1.0,
Liberty Steel,2019,production_mt,7.105,,7.105,apa,0.77,1.0,
Liberty Steel,2021,emissions_mt_co2,8.311,9.2,8.311,apa,0.89,2.0,10.2
Liberty Steel,2021,production_mt,7.9,7.412,7.9,apa,0.85,2.0,6.4
Liberty Steel,2022,emissions_mt_co2,6.606,8.058,6.606,apa,0.89,2.0,19.8
Liberty Steel,2022,production_mt,6.31,6.499,6.31,apa,0.85,2.0,3.0
Liberty Steel,2023,emissions_mt_co2,,6.25,6.25,climate_trace,0.72,1.0,
Liberty Steel,2023,production_mt,,5.579,5.579,climate_trace,0.72,1.0,
Liberty Steel,2024,emissions_mt_co2,,4.523,4.523,climate_trace,0.72,1.0,
Liberty Steel,2024,production_mt,,4.967,4.967,climate_trace,0.72,1.0,
Liberty Steel,2025,emissions_mt_co2,,5.39,5.39,climate_trace,0.72,1.0,
Liberty Steel,2025,production_mt,,5.308,5.308,climate_trace,0.72,1.0,
Libyan Iron and Steel Co,2021,emissions_mt_co2,,0.652,0.652,climate_trace,0.7,1.0,
Libyan Iron and Steel Co,2021,production_mt,,0.652,0.652,climate_trace,0.7,1.0,
Libyan Iron and Steel Co,2022,emissions_mt_co2,,0.688,0.688,climate_trace,0.7,1.0,
Libyan Iron and Steel Co,2022,production_mt,,0.688,0.688,climate_trace,0.7,1.0,
Libyan Iron and Steel Co,2023,emissions_mt_co2,,0.902,0.902,climate_trace,0.72,1.0,
Libyan Iron and Steel Co,2023,production_mt,,0.902,0.902,climate_trace,0.72,1.0,
Libyan Iron and Steel Co,2024,emissions_mt_co2,,0.872,0.872,climate_trace,0.72,1.0,
Libyan Iron and Steel Co,2024,production_mt,,0.872,0.872,climate_trace,0.72,1.0,
Libyan Iron and Steel Co,2025,emissions_mt_co2,,0.946,0.946,climate_trace,0.72,1.0,
Libyan Iron and Steel Co,2025,production_mt,,0.946,0.946,climate_trace,0.72,1.0,
Licheng Taihang Iron & Steel Co Ltd,2021,emissions_mt_co2,,2.327,2.327,climate_trace,0.7,1.0,
Licheng Taihang Iron & Steel Co Ltd,2021,production_mt,,1.225,1.225,climate_trace,0.7,1.0,
Licheng Taihang Iron & Steel Co Ltd,2022,emissions_mt_co2,,2.394,2.394,climate_trace,0.7,1.0,
Licheng Taihang Iron & Steel Co Ltd,2022,production_mt,,1.26,1.26,climate_trace,0.7,1.0,
Licheng Taihang Iron & Steel Co Ltd,2023,emissions_mt_co2,,2.896,2.896,climate_trace,0.72,1.0,
Licheng Taihang Iron & Steel Co Ltd,2023,production_mt,,1.524,1.524,climate_trace,0.72,1.0,
Licheng Taihang Iron & Steel Co Ltd,2024,emissions_mt_co2,,2.54,2.54,climate_trace,0.72,1.0,
Licheng Taihang Iron & Steel Co Ltd,2024,production_mt,,1.337,1.337,climate_trace,0.72,1.0,
Licheng Taihang Iron & Steel Co Ltd,2025,emissions_mt_co2,,1.553,1.553,climate_trace,0.72,1.0,
Licheng Taihang Iron & Steel Co Ltd,2025,production_mt,,0.818,0.818,climate_trace,0.72,1.0,
Lingyuan Iron & Steel Co Ltd,2021,emissions_mt_co2,,7.667,7.667,climate_trace,0.7,1.0,
Lingyuan Iron & Steel Co Ltd,2021,production_mt,,4.036,4.036,climate_trace,0.7,1.0,
Lingyuan Iron & Steel Co Ltd,2022,emissions_mt_co2,,7.117,7.117,climate_trace,0.7,1.0,
Lingyuan Iron & Steel Co Ltd,2022,production_mt,,3.746,3.746,climate_trace,0.7,1.0,
Lingyuan Iron & Steel Co Ltd,2023,emissions_mt_co2,,8.789,8.789,climate_trace,0.72,1.0,
Lingyuan Iron & Steel Co Ltd,2023,production_mt,,4.626,4.626,climate_trace,0.72,1.0,
Lingyuan Iron & Steel Co Ltd,2024,emissions_mt_co2,,9.92,9.92,climate_trace,0.72,1.0,
Lingyuan Iron & Steel Co Ltd,2024,production_mt,,5.221,5.221,climate_trace,0.72,1.0,
Lingyuan Iron & Steel Co Ltd,2025,emissions_mt_co2,,8.121,8.121,climate_trace,0.72,1.0,
Lingyuan Iron & Steel Co Ltd,2025,production_mt,,4.274,4.274,climate_trace,0.72,1.0,
Linyi Iron and Steel Investment Group Co Ltd,2021,emissions_mt_co2,,1.993,1.993,climate_trace,0.7,1.0,
Linyi Iron and Steel Investment Group Co Ltd,2021,production_mt,,1.904,1.904,climate_trace,0.7,1.0,
Linyi Iron and Steel Investment Group Co Ltd,2022,emissions_mt_co2,,2.301,2.301,climate_trace,0.7,1.0,
Linyi Iron and Steel Investment Group Co Ltd,2022,production_mt,,1.636,1.636,climate_trace,0.7,1.0,
Linyi Iron and Steel Investment Group Co Ltd,2023,emissions_mt_co2,,4.091,4.091,climate_trace,0.72,1.0,
Linyi Iron and Steel Investment Group Co Ltd,2023,production_mt,,2.615,2.615,climate_trace,0.72,1.0,
Linyi Iron and Steel Investment Group Co Ltd,2024,emissions_mt_co2,,3.688,3.688,climate_trace,0.72,1.0,
Linyi Iron and Steel Investment Group Co Ltd,2024,production_mt,,2.357,2.357,climate_trace,0.72,1.0,
Linyi Iron and Steel Investment Group Co Ltd,2025,emissions_mt_co2,,3.659,3.659,climate_trace,0.72,1.0,
Linyi Iron and Steel Investment Group Co Ltd,2025,production_mt,,2.339,2.339,climate_trace,0.72,1.0,
Linyi Jiangxin Steel Co Ltd,2021,emissions_mt_co2,,4.174,4.174,climate_trace,0.7,1.0,
Linyi Jiangxin Steel Co Ltd,2021,production_mt,,2.197,2.197,climate_trace,0.7,1.0,
Linyi Jiangxin Steel Co Ltd,2022,emissions_mt_co2,,4.25,4.25,climate_trace,0.7,1.0,
Linyi Jiangxin Steel Co Ltd,2022,production_mt,,2.237,2.237,climate_trace,0.7,1.0,
Linyi Jiangxin Steel Co Ltd,2023,emissions_mt_co2,,4.174,4.174,climate_trace,0.72,1.0,
Linyi Jiangxin Steel Co Ltd,2023,production_mt,,2.197,2.197,climate_trace,0.72,1.0,
Linyi Jiangxin Steel Co Ltd,2024,emissions_mt_co2,,4.174,4.174,climate_trace,0.72,1.0,
Linyi Jiangxin Steel Co Ltd,2024,production_mt,,2.197,2.197,climate_trace,0.72,1.0,
Linyi Jiangxin Steel Co Ltd,2025,emissions_mt_co2,,3.51,3.51,climate_trace,0.72,1.0,
Linyi Jiangxin Steel Co Ltd,2025,production_mt,,1.847,1.847,climate_trace,0.72,1.0,
Liuzhou IRON&STEEL Co Ltd,2021,emissions_mt_co2,,7.276,7.276,climate_trace,0.7,1.0,
Liuzhou IRON&STEEL Co Ltd,2021,production_mt,,3.83,3.83,climate_trace,0.7,1.0,
Liuzhou IRON&STEEL Co Ltd,2022,emissions_mt_co2,,12.189,12.189,climate_trace,0.7,1.0,
Liuzhou IRON&STEEL Co Ltd,2022,production_mt,,6.415,6.415,climate_trace,0.7,1.0,
Liuzhou IRON&STEEL Co Ltd,2023,emissions_mt_co2,,14.113,14.113,climate_trace,0.72,1.0,
Liuzhou IRON&STEEL Co Ltd,2023,production_mt,,7.428,7.428,climate_trace,0.72,1.0,
Liuzhou IRON&STEEL Co Ltd,2024,emissions_mt_co2,,12.525,12.525,climate_trace,0.72,1.0,
Liuzhou IRON&STEEL Co Ltd,2024,production_mt,,6.592,6.592,climate_trace,0.72,1.0,
Liuzhou IRON&STEEL Co Ltd,2025,emissions_mt_co2,,8.138,8.138,climate_trace,0.72,1.0,
Liuzhou IRON&STEEL Co Ltd,2025,production_mt,,4.283,4.283,climate_trace,0.72,1.0,
Liyang Baorun Steel Co Ltd,2021,emissions_mt_co2,,0.533,0.533,climate_trace,0.7,1.0,
Liyang Baorun Steel Co Ltd,2021,production_mt,,1.974,1.974,climate_trace,0.7,1.0,
Liyang Baorun Steel Co Ltd,2022,emissions_mt_co2,,0.533,0.533,climate_trace,0.7,1.0,
Liyang Baorun Steel Co Ltd,2022,production_mt,,1.974,1.974,climate_trace,0.7,1.0,
Liyang Baorun Steel Co Ltd,2023,emissions_mt_co2,,0.531,0.531,climate_trace,0.72,1.0,
Liyang Baorun Steel Co Ltd,2023,production_mt,,1.966,1.966,climate_trace,0.72,1.0,
Liyang Baorun Steel Co Ltd,2024,emissions_mt_co2,,0.533,0.533,climate_trace,0.72,1.0,
Liyang Baorun Steel Co Ltd,2024,production_mt,,1.974,1.974,climate_trace,0.72,1.0,
Liyang Baorun Steel Co Ltd,2025,emissions_mt_co2,,0.461,0.461,climate_trace,0.72,1.0,
Liyang Baorun Steel Co Ltd,2025,production_mt,,1.707,1.707,climate_trace,0.72,1.0,
Longnan Fuxin Steel Co Ltd,2021,emissions_mt_co2,,0.23,0.23,climate_trace,0.7,1.0,
Longnan Fuxin Steel Co Ltd,2021,production_mt,,0.852,0.852,climate_trace,0.7,1.0,
Longnan Fuxin Steel Co Ltd,2022,emissions_mt_co2,,0.225,0.225,climate_trace,0.7,1.0,
Longnan Fuxin Steel Co Ltd,2022,production_mt,,0.833,0.833,climate_trace,0.7,1.0,
Longnan Fuxin Steel Co Ltd,2023,emissions_mt_co2,,0.228,0.228,climate_trace,0.72,1.0,
Longnan Fuxin Steel Co Ltd,2023,production_mt,,0.843,0.843,climate_trace,0.72,1.0,
Longnan Fuxin Steel Co Ltd,2024,emissions_mt_co2,,0.219,0.219,climate_trace,0.72,1.0,
Longnan Fuxin Steel Co Ltd,2024,production_mt,,0.812,0.812,climate_trace,0.72,1.0,
Longnan Fuxin Steel Co Ltd,2025,emissions_mt_co2,,0.178,0.178,climate_trace,0.72,1.0,
Longnan Fuxin Steel Co Ltd,2025,production_mt,,0.66,0.66,climate_trace,0.72,1.0,
Luannan Huarui Steel Co Ltd,2021,emissions_mt_co2,,4.195,4.195,climate_trace,0.7,1.0,
Luannan Huarui Steel Co Ltd,2021,production_mt,,2.208,2.208,climate_trace,0.7,1.0,
Luannan Huarui Steel Co Ltd,2022,emissions_mt_co2,,4.195,4.195,climate_trace,0.7,1.0,
Luannan Huarui Steel Co Ltd,2022,production_mt,,2.208,2.208,climate_trace,0.7,1.0,
Luannan Huarui Steel Co Ltd,2023,emissions_mt_co2,,4.195,4.195,climate_trace,0.72,1.0,
Luannan Huarui Steel Co Ltd,2023,production_mt,,2.208,2.208,climate_trace,0.72,1.0,
Luannan Huarui Steel Co Ltd,2024,emissions_mt_co2,,4.195,4.195,climate_trace,0.72,1.0,
Luannan Huarui Steel Co Ltd,2024,production_mt,,2.208,2.208,climate_trace,0.72,1.0,
Luannan Huarui Steel Co Ltd,2025,emissions_mt_co2,,3.494,3.494,climate_trace,0.72,1.0,
Luannan Huarui Steel Co Ltd,2025,production_mt,,1.839,1.839,climate_trace,0.72,1.0,
Lucheng Xingbao Iron & Steel Co Ltd,2021,emissions_mt_co2,,2.844,2.844,climate_trace,0.7,1.0,
Lucheng Xingbao Iron & Steel Co Ltd,2021,production_mt,,1.497,1.497,climate_trace,0.7,1.0,
Lucheng Xingbao Iron & Steel Co Ltd,2022,emissions_mt_co2,,2.811,2.811,climate_trace,0.7,1.0,
Lucheng Xingbao Iron & Steel Co Ltd,2022,production_mt,,1.479,1.479,climate_trace,0.7,1.0,
Lucheng Xingbao Iron & Steel Co Ltd,2023,emissions_mt_co2,,2.635,2.635,climate_trace,0.72,1.0,
Lucheng Xingbao Iron & Steel Co Ltd,2023,production_mt,,1.387,1.387,climate_trace,0.72,1.0,
Lucheng Xingbao Iron & Steel Co Ltd,2024,emissions_mt_co2,,2.439,2.439,climate_trace,0.72,1.0,
Lucheng Xingbao Iron & Steel Co Ltd,2024,production_mt,,1.284,1.284,climate_trace,0.72,1.0,
Lucheng Xingbao Iron & Steel Co Ltd,2025,emissions_mt_co2,,2.132,2.132,climate_trace,0.72,1.0,
Lucheng Xingbao Iron & Steel Co Ltd,2025,production_mt,,1.122,1.122,climate_trace,0.72,1.0,
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,2021,emissions_mt_co2,,0.464,0.464,climate_trace,0.7,1.0,
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,2021,production_mt,,1.717,1.717,climate_trace,0.7,1.0,
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,2022,emissions_mt_co2,,0.443,0.443,climate_trace,0.7,1.0,
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,2022,production_mt,,1.64,1.64,climate_trace,0.7,1.0,
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,2023,emissions_mt_co2,,0.445,0.445,climate_trace,0.72,1.0,
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,2023,production_mt,,1.648,1.648,climate_trace,0.72,1.0,
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,2024,emissions_mt_co2,,0.446,0.446,climate_trace,0.72,1.0,
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,2024,production_mt,,1.652,1.652,climate_trace,0.72,1.0,
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,2025,emissions_mt_co2,,0.359,0.359,climate_trace,0.72,1.0,
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,2025,production_mt,,1.33,1.33,climate_trace,0.72,1.0,
Lvliang Jianlong Industrial Co Ltd,2021,emissions_mt_co2,,2.241,2.241,climate_trace,0.7,1.0,
Lvliang Jianlong Industrial Co Ltd,2021,production_mt,,1.179,1.179,climate_trace,0.7,1.0,
Lvliang Jianlong Industrial Co Ltd,2022,emissions_mt_co2,,2.243,2.243,climate_trace,0.7,1.0,
Lvliang Jianlong Industrial Co Ltd,2022,production_mt,,1.18,1.18,climate_trace,0.7,1.0,
Lvliang Jianlong Industrial Co Ltd,2023,emissions_mt_co2,,2.119,2.119,climate_trace,0.72,1.0,
Lvliang Jianlong Industrial Co Ltd,2023,production_mt,,1.115,1.115,climate_trace,0.72,1.0,
Lvliang Jianlong Industrial Co Ltd,2024,emissions_mt_co2,,1.833,1.833,climate_trace,0.72,1.0,
Lvliang Jianlong Industrial Co Ltd,2024,production_mt,,0.965,0.965,climate_trace,0.72,1.0,
Lvliang Jianlong Industrial Co Ltd,2025,emissions_mt_co2,,1.743,1.743,climate_trace,0.72,1.0,
Lvliang Jianlong Industrial Co Ltd,2025,production_mt,,0.918,0.918,climate_trace,0.72,1.0,
MK Azovstal' PrAT,2021,emissions_mt_co2,,7.926,7.926,climate_trace,0.7,1.0,
MK Azovstal' PrAT,2021,production_mt,,4.171,4.171,climate_trace,0.7,1.0,
MK Azovstal' PrAT,2022,emissions_mt_co2,,5.607,5.607,climate_trace,0.7,1.0,
MK Azovstal' PrAT,2022,production_mt,,2.951,2.951,climate_trace,0.7,1.0,
MK Azovstal' PrAT,2023,emissions_mt_co2,,7.926,7.926,climate_trace,0.72,1.0,
MK Azovstal' PrAT,2023,production_mt,,4.171,4.171,climate_trace,0.72,1.0,
MK Azovstal' PrAT,2024,emissions_mt_co2,,7.926,7.926,climate_trace,0.72,1.0,
MK Azovstal' PrAT,2024,production_mt,,4.171,4.171,climate_trace,0.72,1.0,
MK Azovstal' PrAT,2025,emissions_mt_co2,,6.632,6.632,climate_trace,0.72,1.0,
MK Azovstal' PrAT,2025,production_mt,,3.491,3.491,climate_trace,0.72,1.0,
MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,2021,emissions_mt_co2,,0.973,0.973,climate_trace,0.7,1.0,
MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,2021,production_mt,,1.996,1.996,climate_trace,0.7,1.0,
MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,2022,emissions_mt_co2,,0.813,0.813,climate_trace,0.7,1.0,
MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,2022,production_mt,,1.668,1.668,climate_trace,0.7,1.0,
MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,2023,emissions_mt_co2,,0.724,0.724,climate_trace,0.72,1.0,
MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,2023,production_mt,,1.485,1.485,climate_trace,0.72,1.0,
MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,2024,emissions_mt_co2,,0.776,0.776,climate_trace,0.72,1.0,
MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,2024,production_mt,,1.592,1.592,climate_trace,0.72,1.0,
MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,2025,emissions_mt_co2,,0.665,0.665,climate_trace,0.72,1.0,
MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,2025,production_mt,,1.363,1.363,climate_trace,0.72,1.0,
MZ Balakovo JSC,2021,emissions_mt_co2,,0.216,0.216,climate_trace,0.7,1.0,
MZ Balakovo JSC,2021,production_mt,,1.136,1.136,climate_trace,0.7,1.0,
MZ Balakovo JSC,2022,emissions_mt_co2,,0.181,0.181,climate_trace,0.7,1.0,
MZ Balakovo JSC,2022,production_mt,,0.951,0.951,climate_trace,0.7,1.0,
MZ Balakovo JSC,2023,emissions_mt_co2,,0.186,0.186,climate_trace,0.72,1.0,
MZ Balakovo JSC,2023,production_mt,,0.979,0.979,climate_trace,0.72,1.0,
MZ Balakovo JSC,2024,emissions_mt_co2,,0.172,0.172,climate_trace,0.72,1.0,
MZ Balakovo JSC,2024,production_mt,,0.902,0.902,climate_trace,0.72,1.0,
MZ Balakovo JSC,2025,emissions_mt_co2,,0.122,0.122,climate_trace,0.72,1.0,
MZ Balakovo JSC,2025,production_mt,,0.642,0.642,climate_trace,0.72,1.0,
Maanshan Iron & Steel Co Ltd,2021,emissions_mt_co2,,28.762,28.762,climate_trace,0.7,1.0,
Maanshan Iron & Steel Co Ltd,2021,production_mt,,15.513,15.513,climate_trace,0.7,1.0,
Maanshan Iron & Steel Co Ltd,2022,emissions_mt_co2,,22.737,22.737,climate_trace,0.7,1.0,
Maanshan Iron & Steel Co Ltd,2022,production_mt,,12.282,12.282,climate_trace,0.7,1.0,
Maanshan Iron & Steel Co Ltd,2023,emissions_mt_co2,,17.807,17.807,climate_trace,0.72,1.0,
Maanshan Iron & Steel Co Ltd,2023,production_mt,,9.607,9.607,climate_trace,0.72,1.0,
Maanshan Iron & Steel Co Ltd,2024,emissions_mt_co2,,25.568,25.568,climate_trace,0.72,1.0,
Maanshan Iron & Steel Co Ltd,2024,production_mt,,13.778,13.778,climate_trace,0.72,1.0,
Maanshan Iron & Steel Co Ltd,2025,emissions_mt_co2,,21.779,21.779,climate_trace,0.72,1.0,
Maanshan Iron & Steel Co Ltd,2025,production_mt,,11.736,11.736,climate_trace,0.72,1.0,
Maghreb Steel SA,2021,emissions_mt_co2,,0.04,0.04,climate_trace,0.7,1.0,
Maghreb Steel SA,2021,production_mt,,0.15,0.15,climate_trace,0.7,1.0,
Maghreb Steel SA,2022,emissions_mt_co2,,0.126,0.126,climate_trace,0.7,1.0,
Maghreb Steel SA,2022,production_mt,,0.465,0.465,climate_trace,0.7,1.0,
Maghreb Steel SA,2023,emissions_mt_co2,,0.113,0.113,climate_trace,0.72,1.0,
Maghreb Steel SA,2023,production_mt,,0.419,0.419,climate_trace,0.72,1.0,
Maghreb Steel SA,2024,emissions_mt_co2,,0.115,0.115,climate_trace,0.72,1.0,
Maghreb Steel SA,2024,production_mt,,0.424,0.424,climate_trace,0.72,1.0,
Maghreb Steel SA,2025,emissions_mt_co2,,0.1,0.1,climate_trace,0.72,1.0,
Maghreb Steel SA,2025,production_mt,,0.372,0.372,climate_trace,0.72,1.0,
Magnitogorskiy Metallurgicheskiy Kombinat PJSC,2021,emissions_mt_co2,,17.144,17.144,climate_trace,0.7,1.0,
Magnitogorskiy Metallurgicheskiy Kombinat PJSC,2021,production_mt,,12.264,12.264,climate_trace,0.7,1.0,
Magnitogorskiy Metallurgicheskiy Kombinat PJSC,2022,emissions_mt_co2,,15.361,15.361,climate_trace,0.7,1.0,
Magnitogorskiy Metallurgicheskiy Kombinat PJSC,2022,production_mt,,10.988,10.988,climate_trace,0.7,1.0,
Magnitogorskiy Metallurgicheskiy Kombinat PJSC,2023,emissions_mt_co2,,16.439,16.439,climate_trace,0.72,1.0,
Magnitogorskiy Metallurgicheskiy Kombinat PJSC,2023,production_mt,,11.759,11.759,climate_trace,0.72,1.0,
Magnitogorskiy Metallurgicheskiy Kombinat PJSC,2024,emissions_mt_co2,,17.692,17.692,climate_trace,0.72,1.0,
Magnitogorskiy Metallurgicheskiy Kombinat PJSC,2024,production_mt,,12.656,12.656,climate_trace,0.72,1.0,
Magnitogorskiy Metallurgicheskiy Kombinat PJSC,2025,emissions_mt_co2,,13.784,13.784,climate_trace,0.72,1.0,
Magnitogorskiy Metallurgicheskiy Kombinat PJSC,2025,production_mt,,9.86,9.86,climate_trace,0.72,1.0,
Makstil AD,2021,emissions_mt_co2,,0.025,0.025,climate_trace,0.7,1.0,
Makstil AD,2021,production_mt,,0.315,0.315,climate_trace,0.7,1.0,
Makstil AD,2022,emissions_mt_co2,,0.02,0.02,climate_trace,0.7,1.0,
Makstil AD,2022,production_mt,,0.248,0.248,climate_trace,0.7,1.0,
Makstil AD,2023,emissions_mt_co2,,0.024,0.024,climate_trace,0.72,1.0,
Makstil AD,2023,production_mt,,0.296,0.296,climate_trace,0.72,1.0,
Makstil AD,2024,emissions_mt_co2,,0.024,0.024,climate_trace,0.72,1.0,
Makstil AD,2024,production_mt,,0.305,0.305,climate_trace,0.72,1.0,
Makstil AD,2025,emissions_mt_co2,,0.017,0.017,climate_trace,0.72,1.0,
Makstil AD,2025,production_mt,,0.217,0.217,climate_trace,0.72,1.0,
Malaysia Steel Works (KL) Bhd,2021,emissions_mt_co2,,1.733,1.733,climate_trace,0.7,1.0,
Malaysia Steel Works (KL) Bhd,2021,production_mt,,0.912,0.912,climate_trace,0.7,1.0,
Malaysia Steel Works (KL) Bhd,2022,emissions_mt_co2,,2.226,2.226,climate_trace,0.7,1.0,
Malaysia Steel Works (KL) Bhd,2022,production_mt,,1.171,1.171,climate_trace,0.7,1.0,
Malaysia Steel Works (KL) Bhd,2023,emissions_mt_co2,,2.222,2.222,climate_trace,0.72,1.0,
Malaysia Steel Works (KL) Bhd,2023,production_mt,,1.169,1.169,climate_trace,0.72,1.0,
Malaysia Steel Works (KL) Bhd,2024,emissions_mt_co2,,2.409,2.409,climate_trace,0.72,1.0,
Malaysia Steel Works (KL) Bhd,2024,production_mt,,1.268,1.268,climate_trace,0.72,1.0,
Malaysia Steel Works (KL) Bhd,2025,emissions_mt_co2,,2.008,2.008,climate_trace,0.72,1.0,
Malaysia Steel Works (KL) Bhd,2025,production_mt,,1.057,1.057,climate_trace,0.72,1.0,
Marcegaglia Holding SpA,2021,emissions_mt_co2,,0.043,0.043,climate_trace,0.7,1.0,
Marcegaglia Holding SpA,2021,production_mt,,0.532,0.532,climate_trace,0.7,1.0,
Marcegaglia Holding SpA,2022,emissions_mt_co2,,0.039,0.039,climate_trace,0.7,1.0,
Marcegaglia Holding SpA,2022,production_mt,,0.484,0.484,climate_trace,0.7,1.0,
Marcegaglia Holding SpA,2023,emissions_mt_co2,,0.029,0.029,climate_trace,0.72,1.0,
Marcegaglia Holding SpA,2023,production_mt,,0.368,0.368,climate_trace,0.72,1.0,
Marcegaglia Holding SpA,2024,emissions_mt_co2,,0.034,0.034,climate_trace,0.72,1.0,
Marcegaglia Holding SpA,2024,production_mt,,0.43,0.43,climate_trace,0.72,1.0,
Marcegaglia Holding SpA,2025,emissions_mt_co2,,0.034,0.034,climate_trace,0.72,1.0,
Marcegaglia Holding SpA,2025,production_mt,,0.43,0.43,climate_trace,0.72,1.0,
Marcegaglia Stainless Sheffield Ltd,2021,emissions_mt_co2,,0.032,0.032,climate_trace,0.7,1.0,
Marcegaglia Stainless Sheffield Ltd,2021,production_mt,,0.117,0.117,climate_trace,0.7,1.0,
Marcegaglia Stainless Sheffield Ltd,2022,emissions_mt_co2,,0.025,0.025,climate_trace,0.7,1.0,
