company,year,country,production_kt,source
Gerdau,2019,Mexico,501.16341507069984,gem_capacity_share
Gerdau,2019,United States,1869.3395382137105,gem_capacity_share
Gerdau,2020,Argentina,484.75627945826625,gem_capacity_share
Gerdau,2020,Brazil,5903.585704910208,gem_capacity_share
Gerdau,2020,Canada,820.3567806216812,gem_capacity_share
Gerdau,2020,Mexico,1118.6683372113835,gem_capacity_share
Gerdau,2020,United States,4172.632897798461,gem_capacity_share
Gerdau,2021,Argentina,558.4392339359227,gem_capacity_share
Gerdau,2021,Brazil,6800.9307320565595,gem_capacity_share
Gerdau,2021,Canada,945.0510112761767,gem_capacity_share
Gerdau,2021,Mexico,1288.7059244675138,gem_capacity_share
Gerdau,2021,United States,4806.873098263827,gem_capacity_share
Gerdau,2022,Argentina,492.5123799295985,gem_capacity_share
Gerdau,2022,Brazil,5998.043076188771,gem_capacity_share
Gerdau,2022,Canada,833.4824891116281,gem_capacity_share
Gerdau,2022,Mexico,1136.5670306067657,gem_capacity_share
Gerdau,2022,United States,4239.3950241632365,gem_capacity_share
Gerdau,2023,Argentina,620.4880377065808,gem_capacity_share
Gerdau,2023,Brazil,7556.589702285066,gem_capacity_share
Gerdau,2023,Canada,1050.056679195752,gem_capacity_share
Gerdau,2023,Mexico,1431.895471630571,gem_capacity_share
Gerdau,2023,United States,5340.97010918203,gem_capacity_share
Gerdau,2024,Argentina,495.6148201181314,gem_capacity_share
Gerdau,2024,Brazil,6035.826024700196,gem_capacity_share
Gerdau,2024,Canada,838.7327725076069,gem_capacity_share
Gerdau,2024,Mexico,1143.7265079649185,gem_capacity_share
Gerdau,2024,United States,4266.099874709146,gem_capacity_share
Hyundai Steel,2014,South Korea,20500.0,gem_capacity_share
Hyundai Steel,2015,South Korea,20600.0,gem_capacity_share
Hyundai Steel,2016,South Korea,20800.0,gem_capacity_share
Hyundai Steel,2017,South Korea,20600.0,gem_capacity_share
Hyundai Steel,2018,South Korea,21600.0,gem_capacity_share
Hyundai Steel,2019,South Korea,21400.0,gem_capacity_share
Hyundai Steel,2020,South Korea,20900.0,gem_capacity_share
Hyundai Steel,2021,South Korea,21300.0,gem_capacity_share
Hyundai Steel,2022,South Korea,20200.0,gem_capacity_share
Hyundai Steel,2023,South Korea,21000.0,gem_capacity_share
Hyundai Steel,2024,South Korea,20530.0,gem_capacity_share
JFE Holdings,2014,Japan,24100.41643991198,gem_capacity_share
JFE Holdings,2014,Vietnam,5199.58356008802,gem_capacity_share
JFE Holdings,2015,Japan,24511.68634502993,gem_capacity_share
JFE Holdings,2015,Vietnam,5288.3136549700685,gem_capacity_share
